Name,id_Number,row_Number,seat_Number,auditorium_Number,score,test_result
"Mary Barbin",84523197806255552,43,28,3,73.4755,False
"Mary Benincase",41711200703244280,45,1,4,75.0396,False
"Mary Bodner",35798194707221168,14,55,6,68.1122,NULL
"Mary Casey",60589194401269474,58,13,4,73.4755,False
"Mary Crockett",91428198208037378,16,47,6,81.5324,False
"Mary Cruz",62126197906209609,42,40,2,73.3066,True
"Mary Dahlheimer",70383200312115265,32,17,1,81.5242,False
"Mary Folk",98243196412183240,11,57,6,73.4755,NULL
"Mary Griggs",96088200108204227,10,55,6,88.4325,NULL
"Mary Holland",88938196204188207,35,60,2,67.6856,False
"Mary Illiano",45529200610045932,59,6,4,79.1144,False
"Mary Kaba",49261200911224433,40,36,4,82.6724,NULL
"Mary Keefe",67042197208319081,46,43,4,78.8316,NULL
"Mary Kenimer",58128200005067941,60,21,4,74.3122,False
"Mary Mason",74943198610309515,38,39,3,82.4992,NULL
"Mary Ropers",86556200504142296,41,25,3,78.6754,False
"Mary Stevens",28268194106166487,6,47,4,66.8356,False
"Maryann Myers",48733198711119283,26,58,2,70.2677,True
"Mathew Darwin",90489193405112032,11,46,3,73.4755,False
"Matthew Ferris",60550197504086772,16,35,5,81.9995,NULL
"Matthew Greene",23263199803105416,6,9,2,79.3785,False
"Matthew Holloway",54037201508273537,47,7,1,78.7694,NULL
"Matthew Petty",72371194603192139,46,17,1,64.2336,False
"Matthew Rogers",25884193903011809,48,30,6,64.7651,False
"Matthew Sebring",81315195210203580,27,29,5,62.5961,NULL
"Matthew Shaughnessy",21018196509079710,6,15,6,80.9573,False
"Mattie Muller",73718195601151469,28,18,6,73.4755,True
"Maxine Robinson",95385200304146628,34,11,2,86.9852,False
"May Shoemaker",18580200608099141,2,3,5,66.9818,NULL
"Melissa Avalos",28896202005162485,52,44,4,84.2675,NULL
"Melissa Walker",21317195003034903,3,62,5,69.898,False
"Michael Almonte",55979193505086921,36,12,6,75.3445,NULL
"Michael Armbruster",92280196301101618,12,50,3,71.0435,NULL
"Michael Ferguson",67163198506099234,3,54,4,87.4306,False
"Michael Ferguson",72887194905169212,24,43,6,70.5316,True
"Michael Green",54502197702152937,38,51,4,63.4635,False
"Michael Griffin",36552201902168831,13,29,4,73.4755,False
"Michael Henley",66921198708032553,52,17,1,83.183,NULL
"Michael Hester",50164200706204834,52,7,4,81.4796,False
"Michael Koetje",48926197805088636,24,28,5,79.7833,False
"Michael Landry",23176194005212270,59,21,6,62.5674,False
"Michael Murray",18924197811089438,39,44,4,81.4252,NULL
"Michael Nielsen",49789198701297152,13,9,2,79.3971,False
"Michael Robles",54899197308011060,9,28,2,67.7173,NULL
"Michael Saur",13991200004148203,22,37,1,73.4755,NULL
"Michael Schueller",14920198308312052,58,7,2,73.4755,NULL
"Michael Shea",97066196210084493,60,14,4,80.9958,False
"Michael Smith",51506194312319137,24,26,6,70.3107,False
"Micheal Stone",85625199804189457,35,37,2,80.4085,False
"Michele Ellefson",46781200707066480,10,44,4,73.4755,NULL
"Michele Tourville",33573198202277807,18,44,6,73.372,False
"Michelle Mcdonald",59362194507166619,58,30,3,74.4193,False
"Michelle Villanueva",31540200202288220,2,1,3,73.933,True
"Miguel Maynor",36626200705208472,9,54,6,82.2079,False
"Mildred Bradley",63087199306105058,28,43,1,73.4755,NULL
"Mildred Munch",57223197402228373,38,40,6,73.4755,False
"Millie Conley",59964194907256925,12,15,3,80.5191,True
"Miranda Mccauley",43157196505184253,34,12,2,78.0254,NULL
"Misty Swoager",12500201411255137,38,14,2,84.6433,NULL
"Monica Sherman",99477194106198060,5,25,6,69.1114,False
"Myron Timko",57957198606169849,14,18,4,74.8319,NULL
"Myrtle Orr",90361200906183383,41,24,4,85.4202,False
"Nancy Hirneise",20237197208162209,8,5,4,81.5971,False
"Nancy Jones",19130196701166293,35,49,5,68.4845,False
"Nathan Bison",41528199010254291,44,14,4,80.4394,False
"Nathan Crayton",47785201204193964,46,33,6,77.8197,False
"Nathan Delgadillo",56059198804126390,59,45,4,73.4755,False
"Nathan Depierre",98344199103238191,42,1,3,82.1879,False
"Nell Beasley",98412201002112688,3,36,5,81.7601,NULL
"Nicholas Ellis",66314195606096517,32,48,5,65.1741,False
"Nicholas Hvizdos",84416194002173718,32,10,5,73.3051,False
"Nicholas Maldonado",14016201009017317,29,44,2,78.4105,NULL
"Nichole Portwood",44032200904166716,30,62,4,70.3598,False
"Nina Shiflet",80945200412083801,21,54,6,84.841,False
"Noah Billingsley",53563198901199655,1,34,5,76.4352,False
"Noel Taylor",34385199902063686,13,50,5,80.6775,False
"Norma Cutting",61650197102106280,5,1,4,68.6851,False
"Norma Parsons",79672199304112738,53,39,6,73.4755,False
"Norman Calvert",65084194201233893,39,30,5,73.4755,False
"Norman Moore",86785199306134772,50,40,5,73.5919,NULL
"Norris Tucker",28803201610151808,63,22,2,79.4181,False
"Ola Kirkpatrick",63625194405204543,46,9,3,70.1015,False
"Oliver Morgan",25029193306219952,24,64,4,73.4755,NULL
"Ollie Trask",66841196804231446,55,10,3,80.596,False
"Oscar Patterson",39016193504034072,46,5,3,61.9876,True
"Pablo Gregory",76757201311088756,39,25,1,75.5494,False
"Pamela Franco",96695195807252278,20,3,6,79.9713,False
"Pamela Paul",79596196010252864,39,24,1,79.7844,False
"Pamela Reyes",17384199708134049,58,35,6,77.7979,NULL
"Patrica Brooks",87976199401244442,51,12,6,84.0043,False
"Patrica Mccune",88480194610082757,56,32,4,54.4209,NULL
"Patricia Brown",73549201004132088,4,3,3,63.8078,False
"Patricia Cantrell",10719198107235871,48,40,2,80.4149,False
"Patricia Mills",41665196712203117,38,18,2,77.4813,False
"Patricia Nicholson",20822201809144287,20,35,3,74.9162,NULL
"Patricia Pruitt",34988198810218349,11,37,5,81.1086,False
"Patricia Tenney",60991198405302027,28,37,3,73.2836,False
"Patrick Grissinger",64041195409064987,49,25,1,68.7817,NULL
"Patrick Jeffers",38087194802118836,5,46,4,65.734,False
"Paul Boor",71940198409285278,33,48,3,89.3727,NULL
"Paul Velasquez",33112197509141807,44,60,2,81.17,False
"Paul Wilson",37221193403282487,55,36,1,45.1259,True
"Paula Lepak",20904195903093299,16,48,4,80.0178,NULL
"Pauline Jamison",76332195408243860,40,7,5,73.4755,NULL
"Pauline Kinsey",87726193906109448,14,37,6,64.8317,False
"Pearline Davis",39598201905194878,38,13,4,73.3993,False
"Pedro Rey",58613195809027912,23,3,3,67.9884,False
"Pedro Toney",69725198006135416,34,50,3,73.4755,True
"Peggy Barrick",48152194501178693,6,29,3,55.8201,False
"Perla Hager",11414201404198874,43,40,6,88.2037,True
"Peter Jensen",71326196102131425,12,30,2,74.1058,False
"Peter King",91623196812018566,25,19,3,72.2557,False
"Philip Champagne",83642194805069466,1,27,3,73.165,False
"Philip Rhead",39398200803288301,42,41,5,85.7713,False
"Phillip Cook",73086195006255711,52,17,6,56.8093,True
"Phillip Henderson",86618198504292923,36,18,1,81.8708,False
"Phyllis Davis",75373194706151054,50,39,5,70.5692,True
"Pierre Shults",88040195402228393,24,34,2,59.3479,False
"Quentin Silver",16972194404142809,63,4,2,63.7731,NULL
"Rachel Hayden",45036201511132942,7,18,1,78.7803,False
"Rachel Notter",38578197912169764,38,34,5,73.4755,NULL
"Rachel Stokes",98635196702069200,33,48,5,66.1421,False
"Ralph Amaral",93513198403275091,9,9,2,73.4755,False
"Ralph Mills",92886197201259122,57,45,4,75.0512,False
"Randolph Moen",80612197206165302,53,43,1,73.4755,True
"Randy Anderson",25290197411152102,15,49,3,61.7623,False
"Randy Downey",70830193107031146,24,16,3,57.5242,True
"Raul Engleman",21213193612137216,28,24,2,55.9249,NULL
"Ray Cutshall",46966200612124062,20,17,3,65.6923,NULL
"Ray Judkins",28889198608258037,5,19,3,79.5165,NULL
"Ray Williams",67270201604281123,33,45,3,74.8163,NULL
"Raymond Boyd",21790195101235301,9,5,2,57.8832,True
"Raymond Hall",36851198602217752,30,10,4,82.8586,False
"Raymond Sanchez",69489197710168396,47,53,5,78.6353,False
"Rebbecca Abdullah",29765193807309857,48,32,4,66.5863,False
"Rebecca Nelson",39227197803198074,32,7,1,82.6054,NULL
"Regina Winger",33440198610021121,41,35,3,92.0064,False
"Renee Densmore",97884196011097219,5,28,2,74.2987,NULL
"Renee Herbert",72298194304052524,18,32,1,59.5104,False
"Renee Schlau",83315201809248082,6,35,4,75.191,True
"Ressie Bell",73911196609186414,45,26,1,69.6806,False
"Reuben Adams",86240198601157725,43,5,6,92.1011,False
"Reuben Webster",76121193304028591,26,41,3,69.9064,False
"Ricardo Curtis",23955199909253010,64,30,2,83.8966,False
"Ricardo Muller",86050200209183839,47,2,3,83.3519,False
"Richard Okeefe",67590201402128913,16,54,3,78.1448,False
"Richard Radigan",25293194101227831,27,10,2,73.4755,False
"Richard Riggs",28812195907297804,49,21,1,73.4755,False
"Richard Ryan",46580200906181374,16,59,4,88.3509,False
"Richard Scott",78731200611082192,29,27,4,78.1333,NULL
"Richard Smith",92096195806204790,55,52,3,73.4755,False
"Richard Vu",99357196209143093,44,34,5,73.4755,False
"Richard Webster",59290197802113411,21,54,2,78.2677,False
"Rick Matthew",26070201210074075,44,25,3,69.5583,NULL
"Ricky Michaels",89738197904216257,32,14,4,73.4755,True
"Robbie Allen",82282193709131528,14,57,5,59.8944,False
"Robert Beltran",22824195909302902,30,16,1,71.1223,NULL
"Robert Brown",86889201512184771,41,45,4,73.4755,False
"Robert Burton",84780199307137844,20,43,3,73.4755,NULL
"Robert Buzzelli",72381199209184374,21,19,6,73.4755,False
"Robert Carkhuff",70501193106166469,52,42,2,68.0494,False
"Robert Crowell",92858193704256624,54,42,4,73.4755,False
"Robert Dark",87832193510056775,6,51,6,67.5248,False
"Robert Garrett",33550200808243443,15,2,1,88.1318,False
"Robert Ling",95610195412124284,8,26,3,76.2381,NULL
"Robert Lingbeek",59800195303016647,6,50,3,60.9601,False
"Robert Lopez",88759200008176191,32,1,1,73.4755,False
"Robert Masi",41572194407189223,49,2,6,67.5001,False
"Robert Mischke",60120193811103710,29,22,1,60.125,False
"Robert Morgan",68003199612199144,24,13,3,86.1541,False
"Robert Muni",69183199705143412,8,8,3,73.4755,False
"Robert Phillips",53874201204219581,21,35,3,85.3669,False
"Robert Robinson",44333194012051013,3,29,4,73.4755,True
"Robert Trejo",93114196311303986,51,1,3,66.5912,False
"Robert Veit",89224196411203215,11,25,2,76.8465,False
"Robin Buchanan",76800200104226380,15,5,1,87.1162,False
"Robin Hernadez",65778195612058705,19,35,6,73.4755,NULL
"Robin Kerrigan",34662197601082517,46,11,3,75.9263,False
"Robyn Sorg",33736193509226145,38,15,4,63.6332,False
"Rodney Farrar",81888193111183381,22,45,3,57.7509,True
"Rodney Karins",29867201601223263,21,24,4,69.4395,False
"Roger Gambrel",83877201804079798,28,39,1,83.4084,NULL
"Roger Poynter",29554197909017413,13,56,6,73.4755,False
"Roger Thomsen",62794201401102613,27,4,3,79.2215,False
"Roger Walker",43391196809131397,38,40,2,83.1059,NULL
"Roland Mash",75280199108225200,32,9,4,86.8789,True
"Rolando Mcwilliams",73008195308211912,47,31,1,67.7754,False
"Ron Hall",89221201902135450,8,41,6,74.7503,False
"Ronda Estes",58118193312163268,56,31,2,67.395,False
"Ronda Wren",25513195209013939,63,24,2,75.3976,False
"Rosa Fite",56248201204289956,63,62,2,73.4755,False
"Rosa Reed",64825196704093005,53,42,6,71.5562,False
"Rosalie Adkins",25323197807068001,8,14,6,79.155,NULL
"Rose Hoover",46110195611225298,9,32,5,73.4755,False
"Rose Robertson",58293200111213708,30,44,4,85.0359,False
"Rosemarie Ray",74385193704226854,33,55,2,73.4755,False
"Rosemarie Stecker",40021201405247205,44,27,2,77.7048,False
"Rosie Dekker",74350197506087580,2,29,2,77.2632,False
"Ross Castro",71317201112162091,18,40,1,72.3327,False
"Rowena Walters",70074200310063881,61,4,6,73.549,False
"Ruben Brown",26486200910102132,18,30,1,69.6761,False
"Ruben Dickey",34481193011128663,19,26,3,73.4755,False
"Ruby Cousins",31896195109013490,29,39,5,61.7277,NULL
"Ruby Lewis",41688197805148582,19,58,5,72.1094,True
"Ruby Roth",34606199412291583,42,38,5,91.788,False
"Russell Wesley",34033200411124980,20,55,4,72.7218,False
"Ruth Allen",25295196508114753,1,54,2,79.7078,False
"Ruth Miranda",91095198703108955,14,13,1,78.8486,False
"Ruth Shaw",84487194906209175,53,43,2,56.4102,False
"Ryan Cook",92634193202087367,30,45,5,73.4755,True
"Sallie Courtney",56579201809193686,11,48,6,79.6473,NULL
"Samuel Rickard",79403199403215805,9,34,2,87.0838,False
"Samuel Seebach",12000196901147158,30,56,2,57.9446,False
"Sandra Cassidy",39222199308163379,9,13,6,86.5309,False
"Sandra Freeman",35776196107022014,7,7,2,75.2217,False
"Sandra Lord",36945198708291928,16,35,1,80.6437,False
"Sandra Sparks",44052195508015504,56,25,1,70.4399,NULL
"Sandra Williams",53130195704295355,47,11,2,77.7219,False
"Sara Winston",41299201905252856,54,39,3,78.2995,False
"Sarah Brown",11765199710227663,25,34,6,83.3242,False
"Sarah Bullock",75019200212067204,52,29,3,73.4755,NULL
"Scottie Gardner",60969198509127504,34,59,4,83.8091,NULL
"Sergio Applebury",68654199607052965,34,51,5,85.1749,False
"Sergio Samuelson",14853194908295513,45,31,3,61.9144,NULL
"Seth Morrison",36751201708044241,29,56,2,74.3181,False
"Shane Jones",22191200601215611,15,21,4,79.1835,False
"Shane Poyner",83082195808303406,26,12,1,79.1699,False
"Shannon Martin",70585193808065923,55,7,1,71.2038,False
"Sharon Hayes",90259199411287436,43,21,5,89.1561,NULL
"Sharon Vinson",79947197205014606,6,28,1,74.6877,False
"Sharon Woodman",23140195606205266,37,27,1,69.1826,False
"Shawn Somers",64310197206304732,6,6,2,82.6339,NULL
"Shawn Thixton",83524201105045678,44,29,2,75.6454,True
"Shawn Torres",70093201009064317,23,6,2,80.2987,False
"Shelba Wallace",67393194304105283,6,27,1,73.3373,False
"Sherilyn Walker",72877198607058250,17,19,4,79.2328,False
"Sherri Lomax",95169193602154263,33,8,4,74.224,NULL
"Sherron Morgan",65640195309125092,44,2,3,56.5012,False
"Sherry Kittrell",27480199903063775,54,2,2,94.9183,False
"Sheryl Arzu",84923201502083146,16,47,3,74.7575,False
"Sonia Wobbleton",18054196906208250,4,55,6,80.0363,NULL
"Stephanie Alexander",42105199408231083,19,51,3,83.7825,NULL
"Stephanie Steele",17602195012145108,48,55,6,73.4755,NULL
"Stephen Seymer",17803200507068144,34,17,4,84.1594,False
"Stephen Timothy",91610197205223235,7,6,4,71.1074,False
"Steve Macdonald",80982199811116936,58,4,4,83.8948,False
"Steve Osborn",74511200706033954,41,7,4,71.6649,NULL
"Steven Gilman",19630193507053976,25,12,2,69.9239,False
"Steven Horton",29876198302165569,7,34,2,74.9669,False
"Steven Jacobsen",30210200508225800,56,60,2,63.242,False
"Steven Klein",41652200003277699,29,20,6,79.3486,False
"Steven Smith",41791197107215883,52,38,2,75.3847,False
"Sue Alm",89307195706256252,22,32,4,72.157,False
"Susan Ianacone",54240196011099342,2,50,5,65.0544,False
"Susan Mccullough",37063200504302029,5,46,6,74.8424,False
"Susan Thornburg",30759199705096248,42,10,4,87.6054,False
"Susan Walker",22986197308016180,5,58,4,72.8216,False
"Susan White",50705199811232702,43,16,3,88.2761,False
"Sylvia Castillo",80530200307018625,14,2,3,77.5593,NULL
"Tamara Schuman",97244199708023257,13,40,5,92.4808,NULL
"Tammie Whitfield",84281199611165347,14,9,5,82.2841,False
"Tara Hall",12017199607023618,16,50,4,80.0231,False
"Teresa Gregory",96611201812179526,38,62,2,79.8516,False
"Teresa Lawler",75882195305132095,20,45,4,64.8017,NULL
"Terrence Speight",34865200501166729,8,49,4,80.7707,True
"Terri Johnson",42290197208168281,51,40,3,83.0881,False
"Terri Stiles",26250194408124081,7,46,6,73.4755,True
"Terry Behrendt",76572201511143787,2,24,1,61.146,False
"Terry Griffin",32456202002195346,12,35,5,78.5965,False
"Terry Johnson",39364196501177755,30,50,2,77.6776,False
"Terry Monroy",32311196510087439,12,32,3,73.8115,False
"Terry Salgado",56001200602189505,22,14,6,73.5123,False
"Terry Smith",89711197607133723,6,62,2,62.0818,False
"Theodore Carter",56878195704153906,22,21,5,73.4755,False
"Theodore Eddinger",16756196607086066,3,15,5,72.6362,True
"Theodore Young",85100196505213164,9,3,1,73.4755,False
"Thomas Mcminn",86925199603086178,4,29,3,83.781,False
"Thomas Munoz",73313195201263603,1,10,2,55.1969,False
"Thomas Polley",60554200505124207,30,1,5,88.7417,False
"Thomas Sammons",36317196204102805,56,5,3,79.6478,False
"Thomas Slayton",31763193508278259,4,27,5,62.3059,False
"Timothy Cullen",38591200206242691,16,20,3,68.8714,NULL
"Tina Gibson",56911199410206890,57,2,6,82.1401,NULL
"Tina Hasselman",64005201608294910,19,61,2,73.4755,False
"Tina Kerns",53786201901182872,39,28,2,72.2835,False
"Tina Manrriquez",90440201005246484,1,47,3,73.4755,False
"Todd Foster",48310197904301479,25,19,2,80.0147,NULL
"Tommy Gay",81261196605078544,29,45,4,65.7412,False
"Tommy Golden",22703201110087882,27,15,2,84.7881,False
"Tony Kunkel",85640195703107258,7,41,5,73.4755,False
"Tony Mccutcheon",53204199709262250,18,51,2,82.9255,NULL
"Tracy Ford",82548199302224246,46,3,5,86.5695,False
"Tracy Jones",86062199102194651,56,41,2,87.8462,NULL
"Travis Conley",40540194004188632,34,43,3,65.7117,False
"Travis Cordero",35088200206028073,48,57,3,84.0803,False
"Trevor Poncio",77127195805161810,9,27,5,72.8719,NULL
"Troy Howard",88430199411185776,30,32,4,77.0678,False
"Troy Kindl",85378201709175582,8,7,4,73.4755,False
"Tyler Pollard",43636196109241063,42,21,5,75.9961,False
"Vanessa Robertson",53979200501135932,38,5,6,92.0398,NULL
"Vania Dow",36988200701152501,10,33,5,76.6706,False
"Vera Walker",96191194707014108,44,30,5,73.4755,NULL
"Veronica Hobbs",74981201907055841,18,11,1,89.0854,False
"Veronica Spates",93604201006109308,38,37,5,76.6932,False
"Veronique Miller",91308197010308124,32,28,2,76.0402,False
"Vicki Hood",46240200605175472,39,39,3,73.4755,False
"Victor Jackson",88740200001112190,7,5,2,82.3798,False
"Victor Smith",51467194010048115,15,48,2,72.3929,False
"Violet Petty",17651197704186023,9,56,6,73.9944,NULL
"Virginia Boggan",47704201812219654,4,12,3,85.5228,False
"Virginia Prillaman",73426201211156125,57,1,6,73.4755,False
"Virginia Venegas",89907197301198466,10,35,3,82.5768,False
"Wade Swanson",92917194109261408,58,54,2,63.7455,False
"Wade Walker",22528196608143655,25,2,5,82.5496,NULL
"Walter Doyle",87933196509027857,60,6,2,72.8753,False
"Walter Mcewen",38691196304187593,37,36,4,81.343,False
"Wanda Triplett",94595199407204580,27,37,2,78.6913,NULL
"Ward Garcia",56165193908181225,37,24,1,61.4939,False
"Wayne Coleman",29464197408018402,33,18,3,73.2093,False
"Wayne Kelly",37955200703269894,38,4,2,72.3248,NULL
"Wayne Ortiz",45092199104136646,19,37,6,75.9176,NULL
"Wendy Bricker",56731196712243437,22,7,4,70.4862,False
"Werner Goodyear",95540201112246305,43,62,5,75.782,False
"Willard Knie",95043196210024511,45,17,3,69.241,False
"William Bryan",71681200702068824,7,54,4,60.4402,True
"William Dorman",47733195608303932,47,2,2,77.8604,False
"William Hagans",72041196101259642,20,50,2,72.9472,False
"William Haigh",79407197212251267,12,57,5,82.8516,False
"William Melton",94284200103313252,45,15,3,73.4755,False
"William Prichard",18199193511198805,25,26,5,65.7256,True
"William Ragan",35819196003098931,10,14,1,69.789,False
"William Weldon",75054193208268002,38,11,4,63.093,False
"Willie Holland",17316201211108995,24,48,2,76.7644,False
"Willie Maynard",83248197808193524,62,8,4,73.4755,False
"Yolanda Ceron",17826197704048559,39,4,2,62.2586,NULL
"Yolanda Smith",86631198107061525,30,36,3,79.9941,False
"Alan Turnbow",92460196404211474,30,28,5,79.3151,False
"Audrey Grimes",32197194005254850,19,54,5,53.1453,False
"Benjamin Fischer",44916201810119230,59,35,2,78.0214,False
"Blanca Johnson",48816197209267849,32,1,5,89.3449,NULL
"Brandon Landers",60171200905222429,13,52,6,88.2425,False
"Brian Brier",44208194709049379,28,45,4,71.3294,NULL
"Chantay Warner",10717200801173036,54,56,3,91.922,True
